pickup_ts,dropoff_ts,pickup_hour,trip_distance_km,duration_minutes,duration_per_km,speed_kmh,haversine_km,distance_gap_km,detour_ratio,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
2015-01-09T22:02:58.000Z,2015-01-09T22:11:24.000Z,22,1.8990259843737602E7,8.433333,4.440872883991132E-7,1.35108573398472E8,4.203944860533135,1.899025563979274E7,4517247.602845414,-73.99349975585938,40.76228713989258,-73.9693832397461,40.79539108276367
2015-01-11T21:55:11.000Z,2015-01-11T22:24:16.000Z,21,2.4816091722048003E7,29.083333,1.1719546061381109E-6,5.1196522187484056E7,12.233873394876866,2.481607948817461E7,2028473.805560236,-73.99223327636719,40.729248046875,-74.02808380126953,40.62263870239258
2015-01-09T21:17:08.000Z,2015-01-09T21:39:42.000Z,21,1.2874778554176E7,22.566667,1.7527809822158365E-6,3.42313161789509E7,13.893508754876574,1.2874764660667246E7,926675.8153988277,-73.8708724975586,40.77381134033203,-73.99828338623047,40.694496154785156
2015-01-21T21:03:19.000Z,2015-01-21T21:13:46.000Z,21,5339803.392,10.450000,1.9570008917661663E-6,3.0659158225711167E7,3.3684626435717173,5339800.023537356,1585234.5586169215,-73.99681091308594,40.72124481201172,-73.95684814453125,40.72065734863281
2015-01-22T23:20:50.000Z,2015-01-22T23:53:34.000Z,23,1.20185879121792E7,32.733333,2.7235589770766025E-6,2.202999843403518E7,9.174959318751501,1.2018578737219881E7,1309933.6459853263,-74.0031967163086,40.723087310791016,-73.89859771728516,40.746028900146484
